counter,RA,DEC,G_MAG_AB,R_MAG_AB,Y_MAG_AB,J_MAG_AB,H_MAG_AB,K_MAG_AB,ch1_mag,ch2_mag,gj,rj,jk,rk,Fpk,Hpk,redshift,specObjID,class,JNAME,ra_x,dec_x,errHalfMaj,errHalfMin,errPosAng,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,cntr,cc_flags,ext_flg,var_flg,ph_qual,r_2mass,angDist,RAdeg,DEdeg,errHalfMaj_x,errHalfMin_x,errPosAng_x,objID,mode,q_mode,class_x,SDSS12,m_SDSS12,flags,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,e_zsp,f_zsp,zph,e_zph,avg_zph,pmRA,e_pmRA,pmDE,e_pmDE,SpObjID,spType,spCl,subClass,angDist_x
89,32.081195,0.882708,22.9257,21.3742,20.131605,19.66052,19.082092,18.679695,17.81442,17.863415,3.2651784,1.71368,0.9808253,2.6945052,-999.0,-999.0,2.055,NIRES092318,QSO?,J020819.48+005257.7,32.081195,0.882708,0.185,0.173,124.0,15.28,14.549,11.467,8.965,,,,0.038,0.054,0.13,0.352,,,,317101501241001684,0,0,11nn,AABB,,0.79914,32.081198,0.882691,0.106,0.07,90.0,1237660224772833743,2,,3,J020819.48+005257.6,*,68987912448,2002.8291,3,23.157,0.609,22.61,0.15,21.483,0.092,20.623,0.064,20.184,0.154,,,,,,,,,,,0,,,,0.063621
90,32.376839,0.400078,23.0074,21.3728,19.63063,19.523605,18.875786,18.196886,17.13543,16.662699,3.483795,1.8491952,1.3267192,3.1759143,-999.0,-999.0,999.0,TSPEC083018,??,J020930.44+002400.2,32.376839,0.400078,0.114,0.11,131.0,14.497,13.264,10.283,8.085,,,,0.03,0.031,0.052,0.197,,,,317100001241031738,0,0,111,AAAB,,0.170418,32.376817,0.400064,0.067,0.06,0.0,1237646587152040446,2,,3,J020930.43+002400.2,*,35253360001808,1998.8782,3,23.821,0.657,23.144,0.205,21.393,0.073,20.463,0.049,20.193,0.16,,,,,,,,,,,0,,,,0.093243
91,32.709594,0.160076,23.5632,22.3757,20.619398,20.576773,19.54517,18.546062,17.060972,16.695597,2.986427,1.7989271,2.0307102,3.829637,-999.0,-999.0,0.59,Gemini,QSO/AGN,J021050.30+000936.2,32.709594,0.160076,0.116,0.111,132.0,14.488,13.312,10.252,7.852,,,,0.03,0.032,0.051,0.135,,,,332100001241025272,0,0,100n,AAAB,,0.04778,32.709592,0.160086,0.091,0.085,90.0,1237659884365611776,2,,3,J021050.30+000936.3,*,281543964623104,2002.7581,3,24.245,1.037,23.494,0.324,22.119,0.146,21.197,0.092,20.652,0.24,,,,,,,,,,,0,,,,0.036707
93,34.108773,-0.217088,22.4859,21.6544,20.061005,19.642962,19.081964,18.694187,18.135307,17.726,2.8429391,2.0114381,0.9487742,2.9602122,-999.0,-999.0,999.0,NIRES092318,?,J021626.10-001301.5,34.108773,-0.217088,0.202,0.188,123.0,15.502,14.301,11.59,9.024,,,,0.044,0.047,0.161,,,,,347100001241008849,0,0,00nn,AABU,,0.519507,34.10876,-0.217109,0.064,0.061,90.0,1237660240306700439,2,,6,J021626.10-001301.5,,35253360132368,2002.8318,3,24.569,0.977,22.476,0.107,21.536,0.084,20.74,0.056,20.134,0.123,,,,,,,,,,,0,,,,0.087945
94,34.286328,0.324853,23.3835,21.6818,20.401289,19.951826,19.16678,18.865675,18.773642,18.806326,3.4316728,1.7299745,1.086151,2.8161254,-999.0,-999.0,-999.0,0,none,J021708.71+001929.4,34.286328,0.324853,0.345,0.323,126.0,15.947,15.954,12.36,9.313,,,,0.058,0.179,,,,,,347100001241026350,0,0,1nnn,ABUU,,0.271257,34.286339,0.324839,0.184,0.105,90.0,1237656594422891203,2,,3,J021708.72+001929.4,,281709320864000,2001.7231,3,24.209,1.259,23.267,0.289,22.112,0.171,21.055,0.102,20.631,0.324,,,,,,,,,,,0,,,,0.064703
95,34.556609,0.224111,22.4433,20.9345,19.473173,19.42382,18.676888,18.112679,18.356007,18.29546,3.0194795,1.510679,1.3111418,2.8218207,-999.0,-999.0,2.181,TSPEC082818,QSO,J021813.58+001326.7,34.556609,0.224111,0.256,0.238,135.0,15.654,15.058,11.62,8.586,,,,0.048,0.083,0.171,,,,,347100001241027974,0,0,30nn,AABU,,0.613805,34.556652,0.22397,0.094,0.083,90.0,1237666636086313175,2,,3,J021813.59+001326.2,*,175992995975952,2004.8414,2,24.07,2.628,23.063,0.554,20.92,0.092,20.293,0.071,19.829,0.184,,,,,,,,,,,0,,,,0.531294
96,34.594661,0.427371,22.0105,21.4954,19.492805,19.616907,18.94535,18.607805,19.080065,19.137821,2.3935926,1.8784921,1.0091017,2.8875937,-999.0,-999.0,999.0,NIRES092218,?,J021822.71+002538.5,34.594661,0.427371,0.405,0.369,121.0,16.126,15.854,12.881,9.114,,,,0.068,0.167,0.526,,,,,347100001241028041,0,0,0nnn,ABCU,,0.50629,34.594669,0.42737,0.074,0.043,90.0,1237653012988494002,2,,3,J021822.72+002538.5,*,35253360132440,2000.7542,3,23.377,1.256,21.805,0.156,20.135,0.046,19.536,0.045,19.372,0.125,,,,,,,,,,,0,,,,0.027843
97,34.63595,0.863371,22.9512,21.3784,20.525423,19.680748,19.568932,18.73362,18.618752,18.715855,3.2704523,1.6976526,0.9471282,2.6447806,-999.0,-999.0,999.0,NIRES092218,?,J021832.62+005148.1,34.63595,0.863371,0.253,0.232,126.0,15.626,15.212,11.576,9.182,,,,0.045,0.094,0.159,,,,,347101501241003750,0,0,01nn,AABU,,1.374728,34.635759,0.863591,0.203,0.2,0.0,1237653610487611786,2,,3,J021832.58+005148.9,*,316728336711952,2000.9068,3,24.256,1.512,24.431,0.92,21.651,0.15,20.589,0.095,20.941,0.499,,,,,,,,,,,0,,,,1.046858
98,34.84994,0.158836,23.3084,21.7237,20.323467,20.20349,19.15548,18.886705,18.14731,18.209833,3.1049097,1.52021,1.3167838,2.8369937,-999.0,-999.0,-999.0,0,none,J021923.98+000931.8,34.84994,0.158836,0.217,0.201,124.0,15.38,14.784,12.23,8.831,,,,0.042,0.068,0.294,0.358,,,,347100001241029676,0,0,12nn,AABC,,0.422759,34.850013,0.158793,0.296,0.219,90.0,1237646505545695589,2,,3,J021924.00+000931.6,,105624251662680,1998.8727,3,25.308,1.307,23.414,0.551,21.405,0.162,20.525,0.108,21.428,1.072,,,,,,,,,,,0,,,,0.304587
99,35.070684,-0.488135,22.9192,21.5821,20.70371,20.02377,19.438465,18.86577,19.209831,19.1034,2.8954313,1.5583303,1.1579989,2.716329,-999.0,-999.0,-999.0,0,none,J022016.96-002917.2,35.070684,-0.488135,0.416,0.378,125.0,16.249,15.732,12.782,9.199,,,,0.071,0.149,0.462,,,,,347100001241001993,0,0,01nn,ABCU,,0.787039,35.070635,-0.488116,0.161,0.137,0.0,1237657761573175891,2,,3,J022016.95-002917.2,,281543964754176,2002.0236,1,25.631,0.994,23.194,0.28,21.825,0.151,21.222,0.12,20.448,0.233,,,,,,,,,,,0,,,,0.190183
100,35.102224,0.333267,24.1987,23.1083,20.460827,19.858755,19.224665,18.855892,18.560385,18.136868,4.3399444,3.249544,1.0028628,4.2524066,-999.0,-999.0,2.26,Gemini,QSO,J022024.53+001959.7,35.102224,0.333267,0.306,0.279,117.0,16.108,14.827,11.079,8.819,,,,0.068,0.072,0.097,,,,,347100001241031507,0,0,110n,AAAU,,0.257458,35.102227,0.33327,0.11,0.105,0.0,1237666301085811708,2,,3,J022024.53+001959.7,*,281543964623104,2004.7266,1,23.398,0.758,23.408,0.281,23.051,0.325,21.678,0.142,22.058,0.697,,,,,,,,,,,0,,,,0.015703
101,35.219887,0.208818,22.6398,21.2897,19.739939,19.590958,19.04162,18.388466,17.174377,16.862614,3.0488412,1.6987417,1.2024916,2.9012332,-999.0,-999.0,-999.0,0,none,J022052.77+001231.7,35.219887,0.208818,0.126,0.118,126.0,14.54,13.48,10.454,8.051,,,,0.031,0.034,0.058,0.164,,,,347100001241031359,0,0,111n,AAAB,,0.672517,35.219749,0.208833,0.27,0.172,0.0,1237666636086575167,2,,6,J022052.73+001231.7,,105622137733464,2004.8414,2,23.175,1.212,23.531,0.871,22.421,0.312,20.932,0.106,21.105,0.472,,,,,,,,,,,0,,,,0.498102
102,35.720663,-0.731214,22.366,21.4493,20.584728,19.633734,19.290407,18.819748,17.858881,17.660727,2.7322652,1.8155668,0.8139857,2.6295524,-999.0,-999.0,-999.0,0,none,J022252.95-004352.3,35.720663,-0.731214,0.183,0.17,120.0,15.207,14.53,11.983,8.972,,,,0.038,0.054,0.199,,,,,363100001241006862,0,0,11nn,AABU,,0.757311,35.720611,-0.731191,0.108,0.1,90.0,1237660785239916878,2,,3,J022252.94-004352.2,*,105589891924312,2003.001,3,25.135,1.29,23.732,0.513,21.482,0.108,20.464,0.072,19.791,0.134,,,,,,,,,,,0,,,,0.203792
103,331.615018,0.558962,22.9048,21.2536,19.848154,19.728151,18.947517,18.629257,18.134697,18.218039,3.1766489,1.5254476,1.098894,2.6243415,-999.0,-999.0,999.0,NIRES080218,??,J220627.60+003332.2,331.615018,0.558962,0.263,0.24,130.0,15.293,14.97,12.094,8.573,,,,0.047,0.097,,,,,,3312100001241033580,0,0,00nn,AAUU,,0.594808,331.61504,0.55885,0.088,0.084,0.0,1237660357345608508,2,,3,J220627.60+003331.8,*,105624251793680,2002.8533,3,23.12,0.536,22.71,0.202,21.382,0.099,20.262,0.059,19.649,0.133,,,,,,,,,,,0,,,,0.411286
104,332.191551,0.628653,22.9371,20.9344,19.581144,19.254114,18.582037,18.251202,18.462442,18.483479,3.682985,1.6802862,1.0029124,2.6831985,-999.0,-999.0,999.0,TSPEC082918,??,J220845.97+003743.1,332.191551,0.628653,0.284,0.263,123.0,15.45,15.615,12.622,9.138,,,,0.049,0.163,0.494,0.537,,,,3327100001241037401,0,0,1nnn,ABCC,,0.392773,332.191513,0.628667,0.09,0.064,90.0,1237660357345805023,2,,3,J220845.96+003743.2,,105624251797776,2002.8533,3,25.266,1.269,23.505,0.479,20.859,0.077,20.029,0.067,19.325,0.115,,,,,,,,,,,0,,,,0.146082
105,332.503395,0.196373,23.4526,21.524,20.23551,19.823439,19.052326,18.72413,18.952425,19.051607,3.6291616,1.7005613,1.0993079,2.799869,-999.0,-999.0,999.0,NIRES080218,??,J221000.81+001146.9,332.503395,0.196373,0.524,0.482,126.0,16.191,15.905,12.059,8.873,,,,0.085,0.228,,,,,,3327100001241024756,0,0,0nnn,ABUU,,0.343308,332.503407,0.196376,0.286,0.099,0.0,1237656577237320639,2,,3,J221000.81+001146.9,,281543964623104,2001.7204,3,26.14,0.856,23.434,0.426,21.353,0.115,20.631,0.088,19.7,0.176,,,,,,,,,,,0,,,,0.045982
106,332.653255,-0.954729,22.1284,20.4083,19.101992,18.615494,18.24469,17.727022,17.180386,16.917213,3.5129068,1.7928064,0.88847244,2.6812787,-999.0,0.31,999.0,TSPEC082818,??,J221036.78-005717.0,332.653255,-0.954729,0.146,0.135,125.0,14.38,13.533,10.78,8.061,,,,0.033,0.04,0.104,0.223,,,,3327001601241032988,0,0,001n,AAAB,,0.221189,332.653262,-0.954783,0.137,0.091,0.0,1237649806766506464,2,,3,J221036.78-005717.2,*,35253360132368,1999.768,2,25.957,1.526,22.16,0.234,20.203,0.064,19.387,0.044,18.723,0.093,,,,,,,,,,,0,,,,0.196383
107,332.876055,-0.831608,22.2006,21.1637,19.489397,19.185528,18.757067,18.322132,18.5239,18.499638,3.0150716,1.9781721,0.8633956,2.8415675,-999.0,-999.0,-999.0,0,none,J221130.25-004953.7,332.876055,-0.831608,0.304,0.275,128.0,15.537,15.161,12.129,8.937,,,,0.054,0.111,,0.482,,,,3327001601241033138,0,0,01nn,ABUC,,0.7137,332.87606,-0.83153,0.091,0.062,90.0,1237666647873028620,2,,3,J221130.25-004953.5,*,68987912448,2004.8437,3,22.835,0.596,22.211,0.165,20.749,0.065,19.86,0.047,19.307,0.113,,,,,,,,,,,0,,,,0.28244
108,333.105529,-0.318854,23.2905,21.5276,20.326508,19.958334,19.174051,18.779768,18.910446,18.82611,3.3321664,1.5692651,1.1785659,2.7478309,-999.0,-999.0,999.0,NIRES080218,??,J221225.32-001907.8,333.105529,-0.318854,0.482,0.437,127.0,16.162,15.479,12.444,8.944,,,,0.084,0.145,0.503,,,,,3327100001241012460,0,0,1nnn,ABCU,,0.256926,333.105488,-0.318864,0.266,0.082,0.0,1237660025565741853,2,,3,J221225.31-001907.9,,68988043520,2002.7769,3,24.077,1.31,23.036,0.273,21.443,0.109,20.73,0.081,20.054,0.177,,,,,,,,,,,0,,,,0.151282
109,333.228031,-0.83131,22.3034,22.9673,20.031353,19.577742,19.281546,18.63762,18.80808,18.855581,2.7256582,3.3895586,0.9401206,4.329679,-999.0,-999.0,-999.0,NIRES080318,weak-det,J221254.72-004952.7,333.228031,-0.83131,0.463,0.414,121.0,16.113,15.786,12.305,8.556,,,,0.077,0.184,,,,,,3327001601241032227,0,0,0nnn,ABUU,,0.528645,333.228029,-0.831207,0.063,0.057,0.0,1237666647873225230,2,,3,J221254.72-004952.3,*,68987912448,2004.8437,3,23.613,1.133,22.25,0.135,20.899,0.067,20.216,0.056,19.649,0.139,,,,,,,,,,,0,,,,0.371631
110,333.230272,0.018944,23.321,22.5719,20.776718,20.233511,19.261162,18.842813,17.56702,16.81474,3.087488,2.3383882,1.3906974,3.7290854,1.1,0.53,1.522,NIRES091818,QSO,J221255.26+000108.1,333.230272,0.018944,0.149,0.137,121.0,15.008,13.329,9.782,7.93,,,,0.041,0.035,0.049,0.213,,,,3327100001241016821,0,0,110n,AAAB,,0.070611,333.230315,0.01892,0.2,0.151,0.0,1237653012424754286,2,,3,J221255.27+000108.1,,281709320864000,2000.7537,3,22.372,0.427,22.981,0.307,21.99,0.187,21.326,0.155,21.055,0.55,,,,,,,,,,,0,,,,0.178451
111,333.638342,-0.565531,23.0674,21.4581,20.22961,19.703657,19.036207,18.550323,18.480854,18.491678,3.3637426,1.754442,1.1533335,2.9077754,-999.0,-999.0,-999.0,Gemini,??,J221433.20-003355.9,333.638342,-0.565531,0.353,0.319,127.0,15.807,15.226,11.502,9.064,,,,0.063,0.122,0.18,,,,,3342100001241006196,0,0,11nn,ABBU,,0.032687,333.638355,-0.565531,0.166,0.079,90.0,1237666076640740233,2,,3,J221433.20-003355.9,*,68987912448,2004.6525,3,24.636,2.062,23.048,0.521,21.424,0.127,20.807,0.095,20.303,0.175,,,,,,,,,,,0,,,,0.046001
112,333.658589,0.819154,22.4646,21.082,19.866644,19.31235,18.520248,17.994434,18.144482,18.041004,3.15225,1.7696512,1.3179148,3.087566,-999.0,-999.0,999.0,TSPEC082818,??,J221438.06+004908.9,333.658589,0.819154,0.307,0.284,122.0,15.466,14.748,11.28,8.348,,,,0.059,0.087,0.175,,,,,3342101501241005828,0,0,11nn,AABU,,0.248036,333.658592,0.819154,0.095,0.077,90.0,1237663544221303978,1,+,3,J221438.06+004908.9,*,68987912448,2003.8115,3,25.573,0.713,22.688,0.169,21.158,0.073,20.293,0.056,19.686,0.109,,,,0.49815,0.03889,0.50552,,,,,0,,,,0.009177
113,333.945337,-1.02256,23.2509,21.4481,20.435453,19.943037,19.421736,18.72312,18.765358,18.647976,3.307863,1.5050619,1.2199172,2.724979,-999.0,-999.0,-999.0,0,none,J221546.88-010121.2,333.945337,-1.02256,0.483,0.428,127.0,15.977,15.767,12.023,8.869,,,,0.078,0.205,,,,,,3342001601241033395,0,0,0nnn,ABUU,,0.021361,333.945421,-1.022579,0.111,0.103,90.0,1237666492707046188,2,,3,J221546.90-010121.2,*,281543964622848,2004.7919,3,25.266,1.078,23.656,0.619,21.685,0.113,20.98,0.099,20.317,0.233,,,,,,,,,,,0,,,,0.311468
114,334.081553,-0.819172,23.3471,21.4086,20.007969,19.533133,18.902481,18.320763,18.241446,18.321165,3.8139665,1.8754671,1.2123698,3.0878367,-999.0,-999.0,-999.0,0,none,J221619.57-004909.0,334.081553,-0.819172,0.272,0.254,138.0,15.337,15.151,11.106,8.261,,,,0.049,0.118,0.145,,,,,3342001601241033498,0,0,11nn,ABBU,,0.33944,334.081555,-0.819141,0.196,0.178,90.0,1237660355736044403,2,,3,J221619.57-004908.9,,281543964622848,2002.8533,3,24.489,1.175,23.542,0.352,22.051,0.18,20.85,0.092,20.347,0.221,,,,,,,,,,,0,,,,0.112506
115,334.28234,0.156884,22.9335,21.0136,19.829954,19.458551,18.780653,18.305244,18.29643,18.372522,3.4749486,1.5550478,1.1533068,2.7083545,-999.0,-999.0,-999.0,0,none,J221707.76+000924.7,334.28234,0.156884,0.301,0.272,121.0,15.486,15.291,11.927,8.316,,,,0.053,0.127,0.278,,,,,3342100001241018104,0,0,01nn,ABBU,,0.2832,334.282342,0.156881,0.223,0.145,0.0,1237663526507053903,2,,3,J221707.76+000924.7,*,68988047616,2003.8088,3,24.097,1.488,22.499,0.195,21.042,0.089,20.174,0.059,19.448,0.148,,,,,,,,,,,0,,,,0.012109
116,334.521698,-0.53523,22.8613,21.1197,20.173965,19.534903,19.108465,18.430433,18.840542,18.86857,3.3263967,1.5847967,1.1044692,2.6892657,-999.0,-999.0,-999.0,Gemini18B,??,J221805.20-003206.8,334.521698,-0.53523,0.424,0.381,118.0,16.1,15.527,12.362,9.072,,,,0.073,0.143,0.368,,,,,3342100001241001720,0,0,11nn,ABCU,,0.174396,334.521704,-0.535237,0.219,0.071,0.0,1237660235484430989,2,,3,J221805.20-003206.8,*,105658611401048,2002.8313,3,23.367,0.771,22.62,0.179,21.061,0.082,20.443,0.071,19.712,0.137,,,,,,,,,,,0,,,,0.034291
117,334.641713,-0.528298,22.6182,21.5453,20.044748,19.909595,19.476137,18.715322,17.99036,17.7839,2.7086046,1.6357038,1.1942729,2.8299766,-999.0,2.235,-999.0,NIRES092218,QSO?,J221834.01-003141.8,334.641713,-0.528298,0.217,0.196,118.0,15.358,14.48,10.833,8.088,,,,0.046,0.061,0.09,0.197,,,,3342100001241001488,0,0,110n,AAAB,,0.467325,334.641769,-0.528295,0.078,0.069,90.0,1237663503955788743,2,,3,J221834.02-003141.8,*,105624251662608,2003.8061,3,22.442,0.68,22.193,0.22,20.421,0.074,19.901,0.068,19.397,0.157,,,,,,,,,,,0,,,,0.201566
118,334.868825,0.955402,22.6611,21.0888,19.972645,19.292482,18.664204,18.172895,18.434444,18.312239,3.3686178,1.7963178,1.1195868,2.9159045,-999.0,0.41,999.0,TSPEC082918,??,J221928.51+005719.4,334.868825,0.955402,0.283,0.255,116.0,15.614,14.788,11.065,8.334,,,,0.054,0.084,0.123,,,,,3342101501241000230,0,0,001n,AABU,,0.189406,334.868847,0.955342,0.086,0.07,90.0,1237653013499216657,2,,3,J221928.52+005719.2,*,68987912192,2000.7537,3,22.675,0.412,22.529,0.143,21.249,0.078,20.527,0.064,19.934,0.131,,,,,,,,,,,0,,,,0.230257
119,334.879775,0.441681,22.5225,20.9277,19.607481,19.205976,18.78914,18.257269,18.544968,18.419746,3.3165224,1.7217233,0.94870746,2.6704307,-999.0,-999.0,999.0,TSPEC083018,??,J221931.14+002630.0,334.879775,0.441681,0.334,0.305,126.0,15.703,15.027,11.368,8.552,,,,0.06,0.11,0.165,,,,,3342100001241028293,0,0,01nn,ABBU,,0.326807,334.879774,0.441686,0.08,0.076,0.0,1237660357346984712,2,,3,J221931.14+002630.0,*,68987912448,2002.8533,3,25.407,0.906,22.541,0.167,20.839,0.066,20.23,0.062,19.525,0.117,,,,,,,,,,,0,,,,0.017007
120,335.057839,0.196806,23.0467,21.4978,20.421642,19.955538,19.343464,18.891333,19.3694,19.223328,3.0911615,1.5422628,1.064205,2.6064677,-999.0,-999.0,1.93?,NIRES092218,QSO?,J222013.88+001148.5,335.057839,0.196806,0.772,0.715,130.0,16.637,16.08,11.959,8.857,,,,0.129,0.268,,,,,,3357100001241023622,0,0,nnnn,BBUU,,0.519019,335.057855,0.196647,0.078,0.062,90.0,1237663479259530179,1,+,3,J222013.88+001147.9,*,68988047616,2003.7979,3,24.533,1.293,23.084,0.252,21.252,0.076,20.594,0.062,20.14,0.184,,,,0.41114,0.05307,0.41121,,,,,0,,,,0.575934
121,335.163004,0.051126,23.4369,22.0153,20.536144,20.005934,19.507166,18.762663,17.784386,17.775654,3.4309652,2.0093668,1.2432708,3.2526374,-999.0,-999.0,-999.0,0,none,J222039.12+000304.0,335.163004,0.051126,0.201,0.184,129.0,14.891,14.584,11.319,8.793,,,,0.038,0.074,0.162,0.397,,,,3357100001241021589,0,0,00nn,AABC,,0.900347,335.163133,0.051026,0.205,0.178,0.0,1237659905847133015,2,,3,J222039.15+000303.6,*,105589891924312,2002.7605,3,22.365,1.75,23.306,1.686,20.004,0.138,19.331,0.109,18.484,0.218,,,,,,,,,,,0,,,,0.586306
122,335.563095,0.646408,23.0037,21.3099,20.159761,19.6581,19.079111,18.424793,18.299309,18.373543,3.3456,1.6517999,1.2333068,2.8851066,-999.0,-999.0,-999.0,0,none,J222215.14+003847.0,335.563095,0.646408,0.284,0.257,125.0,15.397,15.08,11.206,8.959,,,,0.051,0.11,0.168,0.524,,,,3357100001241035783,0,0,00nn,ABBC,,0.268633,335.563149,0.646415,0.257,0.145,0.0,1237660237095503044,2,,3,J222215.15+003847.0,*,217164284160,2002.8314,3,24.995,1.431,22.896,0.275,21.114,0.103,20.456,0.091,19.813,0.178,,,,,,,,,,,0,,,,0.19598
124,335.680625,-0.49889,22.657,21.3166,19.755054,19.198795,18.70238,18.372616,18.937078,18.852842,3.458204,2.1178052,0.8261794,2.9439845,-999.0,-999.0,-999.0,0,none,J222243.34-002956.0,335.680625,-0.49889,0.248,0.219,125.0,16.293,15.305,11.572,8.739,,,,0.094,0.129,0.198,0.405,,,,3357100001241003223,0,0,0nnn,ABBC,,0.095419,335.680658,-0.498936,0.059,0.057,0.0,1237666407358006020,2,,3,J222243.35-002956.1,*,68987912448,2004.7754,3,25.675,0.851,22.739,0.167,21.492,0.081,20.607,0.051,19.981,0.099,,,,,,,,,,,0,,,,0.203538
125,335.969212,-0.796887,23.1344,21.564,20.313519,19.634243,19.132523,18.841915,19.191797,19.229916,3.5001562,1.9297559,0.79232776,2.7220836,-999.0,-999.0,-999.0,NIRES091818,none,J222352.61-004748.7,335.969212,-0.796887,0.613,0.551,126.0,16.359,16.47,12.088,9.144,,,,0.098,0.379,0.328,,,,,3357001601241030180,0,0,1nnn,ACBU,,0.163471,335.969168,-0.796902,0.128,0.123,90.0,1237666647874404663,2,,3,J222352.60-004748.8,,2416254780232,2004.8437,3,25.811,0.795,22.577,0.178,21.784,0.141,21.027,0.092,20.318,0.195,,,,,,,,,,,0,,,,0.165962
126,336.039216,-0.256575,23.5393,22.9742,20.697332,19.717018,18.881552,17.971811,17.905102,17.479963,3.8222826,3.257181,1.7452067,5.0023875,-999.0,-999.0,2.22,Gemini,QSO,J222409.41-001523.6,336.039216,-0.256575,0.229,0.211,127.0,15.393,14.099,10.716,8.732,,,,0.05,0.054,0.1,0.441,,,,3357100001241012043,0,0,110n,AAAC,,0.480844,336.039206,-0.256618,0.111,0.07,90.0,1237656576701957107,2,,3,J222409.40-001523.8,,281543964623104,2001.7204,3,25.07,1.613,23.301,0.401,22.014,0.19,21.39,0.153,20.32,0.255,,,,,,,,,,,0,,,,0.158152
127,336.08521,0.843897,23.1191,21.7748,20.02563,19.261927,18.930933,17.068174,18.27231,17.830782,3.8571737,2.5128725,2.1937523,4.7066245,-999.0,-999.0,-999.0,0,none,J222420.45+005038.0,336.08521,0.843897,0.138,0.126,113.0,15.561,14.603,11.101,8.755,,,,0.054,0.073,0.143,,,,,3357101501241001568,0,0,11nn,AABU,,0.223041,336.085228,0.843899,0.074,0.049,0.0,1237660027177665095,2,,3,J222420.45+005038.0,*,158398662443264,2002.7769,3,23.836,0.916,22.894,0.163,21.523,0.085,20.66,0.057,19.834,0.102,,,,,,,,,,,0,,,,0.065883
128,336.08521,0.843897,23.1191,21.7331,20.02563,19.261927,18.930933,17.068174,18.27231,17.830782,3.8571737,2.471174,2.1937523,4.664926,-999.0,-999.0,-999.0,0,none,J222420.45+005038.0,336.08521,0.843897,0.138,0.126,113.0,15.561,14.603,11.101,8.755,,,,0.054,0.073,0.143,,,,,3357101501241001568,0,0,11nn,AABU,,0.223041,336.085228,0.843899,0.074,0.049,0.0,1237660027177665095,2,,3,J222420.45+005038.0,*,158398662443264,2002.7769,3,23.836,0.916,22.894,0.163,21.523,0.085,20.66,0.057,19.834,0.102,,,,,,,,,,,0,,,,0.065883
130,336.302538,0.626253,22.9488,21.8369,20.605837,20.033295,19.3979,17.102247,19.06589,19.020247,2.9155042,1.8036058,2.9310484,4.734654,-999.0,-999.0,-999.0,0,none,J222512.60+003734.5,336.302538,0.626253,0.558,0.506,115.0,16.365,16.388,11.959,9.13,,,,0.091,0.309,,,,,,3357100001241031367,0,0,0nnn,ABUU,,0.188678,336.302561,0.626267,0.116,0.095,0.0,1237660357347639948,2,,3,J222512.61+003734.5,*,316730484195600,2002.8533,3,23.644,0.786,23.603,0.408,22.052,0.18,20.86,0.103,20.754,0.334,,,,,,,,,,,0,,,,0.098613
131,336.341689,-0.329594,23.1917,21.464,20.499958,19.880795,19.428612,18.812025,19.084314,19.134626,3.3109052,1.5832059,1.0687693,2.6519752,-999.0,-999.0,-999.0,0,none,J222522.00-001946.5,336.341689,-0.329594,0.382,0.341,124.0,16.857,15.779,11.563,8.97,,,,0.151,0.197,0.201,,,,,3357100001241014261,0,0,nnnn,BBBU,,0.331592,336.341614,-0.329635,0.081,0.071,90.0,1237653011889259585,2,,3,J222521.98-001946.6,*,105624251662608,2000.7538,3,24.277,1.227,23.21,0.299,21.386,0.083,20.877,0.084,20.125,0.182,,,,,,,,,,,0,,,,0.308888
132,336.590935,-0.433193,23.7838,21.656,20.013607,19.480682,19.105747,18.765566,18.705353,18.568567,4.3031173,2.1753175,0.7151164,2.8904338,-999.0,-999.0,-999.0,0,none,J222621.82-002559.4,336.590935,-0.433193,0.364,0.33,121.0,15.809,15.738,12.548,9.136,,,,0.061,0.172,0.499,,,,,3373100001241007242,00p0,0,0nnn,ABCU,,0.215542,336.590903,-0.433263,0.09,0.079,0.0,1237666407358398788,2,,3,J222621.81-002559.7,,35253360136976,2004.7754,3,24.883,1.664,24.076,0.639,21.675,0.116,20.401,0.056,19.585,0.1,,,,,,,,,,,0,,,,0.275306
133,336.608743,-0.224091,22.5786,21.3126,19.95645,19.613358,19.182976,18.698317,18.576996,18.527761,2.9652421,1.6992414,0.91504085,2.6142821,-999.0,-999.0,999.0,NIRES080318,?,J222626.09-001326.7,336.608743,-0.224091,0.327,0.302,132.0,15.67,15.158,11.986,8.423,,,,0.057,0.124,0.31,,,,,3373100001241007143,0,0,00nn,ABBU,,1.078775,336.60866,-0.224367,0.033,0.031,90.0,1237660025567248615,2,,3,J222626.07-001327.7,*,35253360132368,2002.7769,3,25.267,0.765,22.784,0.135,21.331,0.06,20.412,0.038,20.006,0.103,,,,,,,,,,,0,,,,1.036007
