u,g,r,i,z,ra,dec,flags_r
23.672253,24.831657,21.900234,21.058886,20.327469,269.07959634,-1.1045141,2310346883987804180
24.754646,23.839373,21.920029,22.629328,21.645149,269.09193122,-1.12346246,2310346883987406864
25.089561,26.48044,24.654751,21.606497,23.363283,269.08815508,-1.12259899,20266198465822993
28.714613,30.500166,29.447708,14.479362,27.852516,269.20860387,-1.20937714,13510799293186352
25.285851,24.502874,22.327066,21.229063,22.283127,269.11772498,-1.14313092,2310346884121624592
25.267218,22.791229,21.196079,20.318245,19.873953,269.15061663,-1.16201806,2310346609109499928
23.59244,23.036617,21.312119,20.388834,20.077814,269.20311129,-1.20255723,6755674620985368
24.186661,26.075953,21.959082,20.93565,21.069632,269.123543,-1.1446083,2310346883987406872
25.689638,24.459101,21.897593,20.687439,21.833639,269.08460825,-1.1215052,6755674587398168
25.926519,23.715176,21.383492,20.169985,19.612043,269.16864555,-1.17706879,4503874773745688
23.384068,23.574081,22.278885,21.371159,21.293768,269.18819574,-1.19013567,4503874907930624
25.02216,26.055769,26.127527,22.378876,23.157963,269.23308352,-1.22622931,11258999211032853
23.778915,22.189701,21.158226,20.463495,20.275188,269.26888796,-1.24040424,2312598683801124888
24.315248,24.015026,23.63835,23.132538,19.30834,269.62506978,-1.08293481,13510799293546808
25.420496,25.417957,23.926292,23.74227,20.15852,269.64042446,-1.0946087,9007199430902033
24.975758,23.488068,22.066078,22.118614,21.433599,269.64340171,-1.09109024,2312598683809480976
25.168343,23.411942,21.82361,20.950695,20.844057,269.7062949,-1.11172409,2312598683801092120
23.543488,22.908417,21.576134,20.84936,21.149426,269.83155628,-1.13330912,76561468845195288
22.830973,24.513588,21.364443,20.715117,20.432459,269.91294772,-1.14238494,2310346609109499920
31.271246,31.690826,30.493767,30.942041,28.128269,269.98207527,-1.14518266,13528391480938804
23.480841,25.922003,23.132002,22.053196,20.611523,270.89144629,-1.13151261,2310416977853677593
24.513428,26.018164,21.547667,20.233282,19.369778,270.90526892,-1.12531463,4503874807267352
22.184324,25.529877,24.723059,24.812935,22.900869,270.92160719,-1.10934634,9007199422514449
22.169226,25.183132,23.035959,24.818256,22.223673,270.93014569,-1.09648478,13581167936667929
23.29587,23.57535,21.815302,20.799313,20.363731,270.88748016,-1.13531603,4573968673538065
24.635838,23.613966,21.779488,21.290596,20.547398,270.94531199,-1.09093462,76561193933733904
25.42898,24.258869,22.965296,20.992884,20.596249,270.93949725,-1.1014509,4573968639983633
22.942739,23.934332,21.959938,20.862297,21.045656,271.3698352,-1.15785528,2319354083242278936
25.888294,26.286427,22.955465,22.279924,21.110914,271.77993552,-1.21538457,4503874815656208
23.964207,22.143093,25.046913,26.045813,22.279972,271.7765752,-1.20851397,11258999244620057
24.917313,22.652458,21.554695,20.253653,19.677343,271.81576495,-1.14132324,2310505213661941776
25.192881,23.566448,21.946033,20.886311,20.73991,271.85550784,-1.07679046,4503874773712896
24.55983,22.858494,23.467558,23.154583,23.802309,272.27074682,-1.21408414,49609964955631897
26.722282,23.41007,21.489128,20.887257,20.163744,272.30202566,-1.15751624,2310346883987537936
25.276556,26.461706,23.741491,20.790035,21.726524,272.25099104,-1.25097686,2305843009348075537
25.016323,24.374285,21.799826,21.890364,20.992802,267.54302922,-0.77437739,4503874807398416
24.453831,25.87678,22.818396,22.328011,22.079147,267.56374987,-0.83065923,4573968673538065
24.525587,22.833307,21.371531,22.135834,22.358335,267.56353271,-0.83856218,2312598683801124880
24.343592,22.953781,21.695528,21.365511,20.697895,267.51002616,-0.66719465,4503874908061712
23.610546,22.432009,21.574986,20.682631,20.171595,267.94348254,-0.64689708,6755399743078416
22.604713,23.777386,22.698227,21.478563,22.359076,267.94671257,-0.6485488,1099553738769
25.221943,22.736891,21.453888,20.781054,21.32892,267.97379229,-0.72615597,2310346883995828240
25.126251,22.781948,21.676262,21.430672,21.220369,267.9724726,-0.72135894,4503874807398424
24.128677,23.527874,22.067348,22.518387,22.176931,267.97024989,-0.72409419,2310346883995828496
25.273985,23.530693,22.432272,20.856142,20.132631,267.98059748,-0.7331875,2310416977853677585
23.77413,23.301073,21.628735,21.155426,21.458078,267.97753551,-0.73153691,4503599929393176
23.867287,24.145443,22.964153,21.722385,22.464882,267.97597531,-0.72661099,49609964947243025
25.653376,23.541119,22.944521,21.52898,21.543255,267.9766591,-0.7436005,176292113
25.627474,24.021391,22.16391,21.569391,22.125418,267.98374389,-0.74519126,2312598683801092112
25.441141,24.429049,23.317953,21.79833,22.029428,267.98575335,-0.74674587,4573968673538065
25.398773,23.915281,22.018217,21.147558,20.97743,267.99898072,-0.79331859,4503874807267352
23.803787,25.127165,24.826252,22.028412,21.769005,267.99558858,-0.78837536,9007199431033105
24.188643,25.114807,22.691708,20.573364,20.953398,268.01039236,-0.80186118,2391411677280075800
24.199434,24.989925,22.216274,24.634466,23.0217,268.00907439,-0.79764725,4503874807300112
24.629539,24.607704,22.110548,25.425945,24.407495,268.00768183,-0.79412848,4503874807301392
25.694866,24.258457,23.185703,21.867548,20.990839,268.0135778,-0.82651049,1099545350169
25.392742,23.072157,25.492834,23.873655,22.816797,268.01488288,-0.82758062,9008298909110545
24.094299,22.889114,26.093225,26.328053,23.864418,268.0262315,-0.83842429,9008298901245973
23.725231,24.055901,22.501484,22.69006,23.038275,268.01699768,-0.81899311,4503874807398416
23.986065,24.902239,22.752234,25.03249,22.669954,268.01598992,-0.81616963,4503874807300112
23.224794,23.33709,22.212864,21.790464,22.043859,267.94299235,-0.62980766,4503874807791636
24.735287,24.328079,22.167961,21.071987,20.844469,267.94233833,-0.63715724,2310346883987406864
24.705896,23.002871,22.737766,21.902592,22.580807,267.95903554,-0.68940751,49609964947243025
22.499386,23.875597,24.802357,20.829111,19.429359,267.97218225,-0.7114082,9007199397511441
24.393856,24.682707,23.414909,21.849236,21.186895,267.97664866,-0.7128893,11258999110500633
25.290649,24.689724,21.934978,21.042606,20.389006,268.00843757,-0.80729101,2310346883987406864
24.000479,24.411386,22.141092,21.980366,21.730566,267.9776863,-0.73584998,6755674621083664
22.61875,22.520697,21.948502,21.574053,21.80205,267.99373769,-0.77686229,6755674620952600
22.728437,22.046459,21.06263,20.74337,20.718906,267.9948924,-0.77496197,4503874773843968
22.706577,22.823317,21.540367,21.115829,20.513014,267.9443521,-0.63135089,4503874773712896
24.621132,23.712822,21.492641,20.737179,20.397146,267.97724401,-0.72499985,4503874773712896
25.120441,26.091816,21.006006,20.328953,19.276903,268.0123174,-0.80617726,6755674587398160
24.064516,24.794134,22.505592,21.752485,21.223143,267.94928145,-0.63910331,8388865
25.795979,24.9002,23.031603,21.836073,21.187859,267.98342135,-0.74729353,9007199397347585
25.074789,23.463457,21.851137,20.365824,20.2143,267.98398287,-0.74214186,142639105
23.195793,23.683125,21.772829,20.770813,20.263123,268.32714782,-0.64370574,2310346883995795732
23.967581,24.046518,22.058056,20.694862,19.624147,268.34274478,-0.68724529,4503874807267352
25.230814,24.665596,21.762774,20.973715,20.43856,268.34247089,-0.68361667,4503599929360400
23.494982,23.687689,21.90645,21.309875,21.845085,268.35561147,-0.70801301,4503874807267344
25.249569,23.886059,22.446796,20.624273,19.980038,267.78851441,-1.18438866,2305983746702217233
24.644758,23.118277,22.119217,21.36051,21.094133,267.82001247,-1.24008629,6755674620952600
25.150938,23.794451,22.626005,21.214705,20.494759,267.804563,-1.21121926,9007199254740993
25.34239,25.361637,23.11767,20.884115,22.90169,268.25595941,-1.05511001,49609964947767317
24.561371,25.823706,25.290703,21.82737,22.189737,268.25728143,-1.05762422,18014398686597397
24.578592,24.617054,22.083241,21.075464,20.635923,268.29183166,-1.11777293,4503599895805952
25.451517,23.275043,22.135199,21.623577,21.903633,268.29718602,-1.11268035,4503874840821832
22.596424,25.274103,21.739237,21.245399,20.721354,268.30768689,-1.13596809,4503874773712896
25.223221,24.464308,21.725101,20.67873,20.618095,268.37333834,-1.22472591,2312598683809513496
23.839575,22.390347,21.230444,20.891655,21.019747,268.3816001,-1.24278447,4503874807791636
25.204729,23.110615,21.327646,20.533506,20.345064,268.39025968,-1.25613001,2312598683801223184
25.911331,23.369373,21.362631,20.572218,21.107206,268.72902694,-1.0761325,2312598683801124880
24.80452,23.069223,21.997036,24.413116,21.640078,268.88113585,-1.23184247,4503599895840016
25.033489,25.186304,22.771685,21.925898,22.378153,268.79764504,-1.15646174,2310346883987406864
24.555115,25.077467,25.121916,22.412271,20.351187,268.85434515,-1.20664903,2317102008424759569
23.276295,25.836378,23.900322,21.763783,21.947178,268.89980475,-1.25801003,9007199422681105
25.37837,24.90287,21.735813,21.015652,22.258894,268.8046601,-1.16578602,2312598408923219216
24.715687,22.636881,21.397194,20.522787,20.08004,268.81844839,-1.17544839,76561468811640832
25.026817,25.004404,22.253353,20.999161,19.877684,268.8675518,-1.22970232,4503874773712896
23.68227,25.036707,24.544807,24.341215,23.386099,269.20286876,-1.09360317,143003929
24.17717,22.591913,23.427792,21.051807,20.813736,269.14775272,-1.05870188,2382404203155816720
25.074575,24.381285,21.534594,22.920021,21.585669,269.15957255,-1.05738454,2312598408923219216
23.904463,22.571831,21.617241,20.927338,21.393164,269.16264962,-1.06440813,2312598683801223184
23.818691,25.971115,23.185087,20.156122,19.550734,269.22931599,-1.11119091,2305843009214124053
23.30736,23.385721,23.024578,21.310438,20.456989,269.23059001,-1.11735635,4573968673538077
23.835941,25.110714,21.621733,20.80896,22.638723,269.27436368,-1.14612963,2310346883987406864
23.435843,23.196739,21.241993,20.678553,20.991638,269.36989988,-1.19458382,2312598683801124880
26.053715,23.260105,21.727922,20.998096,21.318884,269.32908727,-1.17239464,4503874840821832
23.50318,23.040476,21.327765,20.487368,20.588919,269.43175441,-1.22804209,2312669052545269785
24.716137,25.007502,23.963749,20.474161,20.623671,269.42104603,-1.22176265,2314992045476974865
24.3381,22.61548,22.335783,21.510069,21.868029,269.40934718,-1.21780751,6755674620952592
23.519096,22.526295,21.646011,20.689341,20.314123,269.39694767,-1.21626949,2312598683801092112
24.448971,23.564857,21.596596,20.522198,20.259943,269.49832196,-1.25762312,4503874773712896
24.652407,25.11429,24.802933,24.362167,22.029463,269.69906402,-1.0547887,9007199398301972
24.018188,23.585135,21.131353,20.251518,19.93679,269.73660712,-1.05882535,2310346883987406864
24.953846,25.350527,23.371092,22.76656,22.146967,269.73499454,-1.05696713,49609964947243033
23.995153,23.866573,22.795721,22.619402,22.116364,269.82292236,-1.08250254,13581168062496793
23.271236,23.012915,24.943954,24.491264,22.946867,269.93600187,-1.08965015,9007199397380369
25.023691,23.608156,21.538734,20.293165,19.996248,269.9609932,-1.09266759,4573968673570833
25.911318,25.908852,25.05084,24.31587,19.825172,269.97342979,-1.09691262,9007199431332117
23.235962,24.889826,23.985987,21.342655,21.875196,269.92775647,-1.09263299,2305843009347911697
25.100435,25.945177,24.298565,21.071774,22.627634,270.63763313,-1.19140739,2314851307988619537
24.545387,22.465916,21.24905,20.538904,20.192213,271.09673551,-1.25908252,2310346883987439632
26.033314,23.134922,21.114204,20.541025,20.696682,271.24329584,-1.11113639,2312598683801092112
23.459784,23.302691,21.88986,20.824522,20.717123,271.17988146,-1.17879292,134217729
27.036703,24.709038,22.925478,20.857262,20.513876,271.22765255,-1.12323812,9007199388958721
24.714149,26.341763,25.092682,21.844311,23.245897,271.63780148,-1.21389637,9007199397515537
24.920589,23.31311,21.892719,20.680113,20.146475,271.69865718,-1.13500237,2319354083242147864
24.986511,22.970003,21.261873,20.367044,22.046127,271.68336869,-1.14941274,2310346609118052368
23.765148,22.590555,24.887245,24.677048,23.221218,271.68639373,-1.14685922,9008298942664977
25.765656,23.330402,23.602829,25.253592,23.133522,271.68620458,-1.14195579,13581167928279065
25.119081,22.329012,25.091488,25.129507,24.101883,271.65428408,-1.19254403,9007199430934801
23.990772,22.235172,25.486435,24.727018,24.219069,271.71123917,-1.10699934,11258999211032857
22.836912,24.333179,21.823105,21.032,20.897556,271.63424708,-1.21982123,4503874782101760
23.229176,25.181803,24.139484,21.487623,22.170588,271.66878839,-1.16537163,2319424177116807441
24.691242,24.422304,22.857632,21.365591,21.390171,271.6747565,-1.17289757,2310416977853677585
26.806204,24.549959,23.21904,21.172619,20.229494,271.68948561,-1.14673615,9007199397347329
23.729746,22.05666,26.851162,26.521463,24.582157,272.17544719,-1.24843031,9008298900718849
24.81522,23.814684,21.761881,20.611496,19.906017,272.23772721,-1.13349674,2310346884121624600
24.888283,23.105726,21.358074,20.609226,19.564339,272.23763705,-1.13048575,4503874782101760
23.338644,23.623049,23.265717,21.730246,21.375998,267.57785133,-0.64926663,153122387473203473
24.985712,23.867142,21.321672,20.497229,20.111971,267.59062012,-0.70089484,4503874807267344
22.9582,23.986008,23.054909,22.024441,22.195883,267.62389708,-0.8008926,49610239825149969
24.251923,23.504513,22.962364,21.450911,20.753748,267.59937263,-0.72364418,2310416977862066449
24.110756,26.669247,22.63373,21.738998,21.098539,267.61167707,-0.76304795,49609964955762961
24.308903,25.021954,22.514997,21.363016,20.743221,267.60879554,-0.75407432,2305843009356308752
22.726736,22.318823,21.311893,21.014738,20.672482,267.63413612,-0.8320112,4503874773712896
26.741568,23.405775,22.499914,21.238167,21.071531,267.58877921,-0.68990911,9007199254740993
24.634621,25.114468,24.80208,16.859934,22.826933,268.06410439,-0.64261874,13528391479623984
29.845057,30.970467,30.480663,17.041533,28.268654,268.06080353,-0.64514981,13511074171490608
24.554949,25.114376,22.088181,20.284208,22.826895,268.06617733,-0.64973917,4503599929393168
24.310005,25.003786,22.196882,20.441036,20.791952,268.06319139,-0.65002531,4503599929393168
24.343729,24.760588,21.815985,20.532829,20.309177,268.06826849,-0.65172759,4503599929360400
24.554289,22.52437,21.201481,20.753157,20.3654,268.09315191,-0.70438344,4503874807267344
25.11529,23.298214,21.892464,21.322126,20.968418,268.08774794,-0.69674846,2312598683801092144
24.205013,23.19961,21.924469,21.862368,21.684902,268.08930012,-0.71234837,2310346883995828504
25.129068,24.165987,22.302841,22.112492,22.676479,268.1069177,-0.75348571,6755674620952592
23.988958,24.915962,22.727682,21.807396,22.61899,268.11860725,-0.78717099,4574243551445009
23.847002,25.00943,23.986698,21.625931,21.852417,268.13313275,-0.80607113,11258999244587281
23.508276,23.960855,21.809196,20.952866,20.235636,268.06241221,-0.62965135,2312598683801092112
24.006901,23.410223,21.854692,21.137789,20.566259,268.11358662,-0.7878078,4503599929360408
26.157412,25.264313,22.777914,21.892595,22.17906,268.12723289,-0.80759915,4573968681927185
25.282454,24.239407,23.931391,21.996916,21.877186,268.13314434,-0.83016256,11258999244587281
24.258728,22.71512,21.128534,20.807549,20.099699,268.1177795,-0.78998408,2310346883987537936
25.422314,23.400961,22.201525,22.542637,23.037764,268.0948616,-0.74145145,6755674620952592
24.233614,24.618755,22.482241,21.763531,20.924543,268.09953121,-0.73241696,4503874907930624
25.810762,23.210135,21.318825,20.721926,20.16897,268.10267274,-0.75873811,4503874773712896
23.994442,23.983284,22.161356,21.315895,20.71686,268.11409449,-0.77571877,6755674621083672
24.536543,24.771948,22.890385,21.075504,20.178593,268.14263535,-0.83773292,134217729
23.256578,22.906479,21.767855,21.035734,20.840828,268.46754429,-0.64288145,2310364476173582352
25.00762,22.465399,21.170952,20.785202,20.102554,268.46815934,-0.65024257,4503874773712896
24.986315,23.091204,22.076345,21.364449,21.286367,268.47674593,-0.68110319,2312598683801092112
26.029358,25.586937,23.212997,22.305565,21.693588,268.51265099,-0.7488711,49609964955631889
24.443653,23.092743,22.004951,21.215385,21.088312,268.52200577,-0.77274937,4503599929393168
24.218031,24.563856,22.226196,21.125774,20.57995,268.51617186,-0.76574421,4503874807267344
24.464724,25.008911,23.159922,21.905794,22.352602,268.51626123,-0.76454229,9007199288430609
24.181602,25.632402,25.188044,22.490288,22.526598,268.52088058,-0.76814269,153122387473338641
25.268511,25.778042,23.342941,21.84013,20.368299,267.71836009,-1.07314943,2305843009213693969
24.13913,25.263288,23.85161,21.794432,22.660398,267.74088806,-1.11995522,13581167928279057
25.46743,24.726692,22.204336,23.43325,22.292398,267.76638926,-1.16735196,2310346883995795728
25.395306,24.354675,22.695253,21.630251,21.46838,268.07131083,-1.04966771,2321676251808399641
25.542124,24.254313,21.618849,23.458534,21.717596,268.076105,-1.06948635,2384656277847441432
